Origin/Destination,start station name,Route,start station latitude,start station longitude
Origin,Newport PATH,Newport PATH_to_Lafayette Park,40.7272235,-74.0337589
Destination,Lafayette Park,Newport PATH_to_Lafayette Park,40.71346383,-74.06285852
Origin,Newport PATH,Newport PATH_to_Leonard Gordon Park,40.7272235,-74.0337589
Destination,Leonard Gordon Park,Newport PATH_to_Leonard Gordon Park,40.74590997,-74.05727148
Origin,Newport PATH,Newport PATH_to_Liberty Light Rail,40.7272235,-74.0337589
Destination,Liberty Light Rail,Newport PATH_to_Liberty Light Rail,40.7112423,-74.0557013
Origin,Newport PATH,Newport PATH_to_Manila & 1st,40.7272235,-74.0337589
Destination,Manila & 1st,Newport PATH_to_Manila & 1st,40.72165072,-74.04288411
Origin,Newport PATH,Newport PATH_to_Marin Light Rail,40.7272235,-74.0337589
Destination,Marin Light Rail,Newport PATH_to_Marin Light Rail,40.71458404,-74.04281706
Origin,Newport PATH,Newport PATH_to_McGinley Square,40.7272235,-74.0337589
Destination,McGinley Square,Newport PATH_to_McGinley Square,40.72533993,-74.06762213
Origin,Newport PATH,Newport PATH_to_Monmouth and 6th,40.7272235,-74.0337589
Destination,Monmouth and 6th,Newport PATH_to_Monmouth and 6th,40.72568548,-74.04879034
Origin,Newport PATH,Newport PATH_to_Montgomery St,40.7272235,-74.0337589
Destination,Montgomery St,Newport PATH_to_Montgomery St,40.71942,-74.05099
Origin,Newport PATH,Newport PATH_to_Morris Canal,40.7272235,-74.0337589
Destination,Morris Canal,Newport PATH_to_Morris Canal,40.71241882,-74.03852552
Origin,Newport PATH,Newport PATH_to_Newark Ave,40.7272235,-74.0337589
Destination,Newark Ave,Newport PATH_to_Newark Ave,40.72152515,-74.04630454
Origin,Newport PATH,Newport PATH_to_Newport PATH,40.7272235,-74.0337589
Destination,Newport PATH,Newport PATH_to_Newport PATH,40.7272235,-74.0337589
Origin,Newport PATH,Newport PATH_to_Newport Pkwy,40.7272235,-74.0337589
Destination,Newport Pkwy,Newport PATH_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Newport PATH,Newport PATH_to_Oakland Ave,40.7272235,-74.0337589
Destination,Oakland Ave,Newport PATH_to_Oakland Ave,40.7376037,-74.0524783
Origin,Newport PATH,Newport PATH_to_Paulus Hook,40.7272235,-74.0337589
Destination,Paulus Hook,Newport PATH_to_Paulus Hook,40.7141454,-74.0335519
Origin,Newport PATH,Newport PATH_to_Pershing Field,40.7272235,-74.0337589
Destination,Pershing Field,Newport PATH_to_Pershing Field,40.74267714,-74.05178863
Origin,Newport PATH,Newport PATH_to_Riverview Park,40.7272235,-74.0337589
Destination,Riverview Park,Newport PATH_to_Riverview Park,40.7443187,-74.0439909
Origin,Newport PATH,Newport PATH_to_Sip Ave,40.7272235,-74.0337589
Destination,Sip Ave,Newport PATH_to_Sip Ave,40.7308971,-74.06391263
Origin,Newport PATH,Newport PATH_to_Union St,40.7272235,-74.0337589
Destination,Union St,Newport PATH_to_Union St,40.7182113,-74.0836394
Origin,Newport PATH,Newport PATH_to_Van Vorst Park,40.7272235,-74.0337589
Destination,Van Vorst Park,Newport PATH_to_Van Vorst Park,40.71848892,-74.04772663
Origin,Newport PATH,Newport PATH_to_Warren St,40.7272235,-74.0337589
Destination,Warren St,Newport PATH_to_Warren St,40.7211236,-74.03805095
Origin,Newport PATH,Newport PATH_to_Washington St,40.7272235,-74.0337589
Destination,Washington St,Newport PATH_to_Washington St,40.7242941,-74.0354826
Origin,Newport PATH,Newport PATH_to_York St,40.7272235,-74.0337589
Destination,York St,Newport PATH_to_York St,40.71649,-74.04105
Origin,Newport Pkwy,Newport Pkwy_to_Newport Pkwy,40.7287448,-74.0321082
Destination,Newport Pkwy,Newport Pkwy_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Newport Pkwy,Newport Pkwy_to_1 Ave & E 16 St,40.7287448,-74.0321082
Destination,1 Ave & E 16 St,Newport Pkwy_to_1 Ave & E 16 St,40.73221853,-73.98165557
Origin,Newport Pkwy,Newport Pkwy_to_5 Corners Library,40.7287448,-74.0321082
Destination,5 Corners Library,Newport Pkwy_to_5 Corners Library,40.73496102,-74.05950308
Origin,Newport Pkwy,Newport Pkwy_to_Astor Place,40.7287448,-74.0321082
Destination,Astor Place,Newport Pkwy_to_Astor Place,40.7192822,-74.07126188
Origin,Newport Pkwy,Newport Pkwy_to_Baldwin at Montgomery,40.7287448,-74.0321082
Destination,Baldwin at Montgomery,Newport Pkwy_to_Baldwin at Montgomery,40.7236589,-74.0641943
Origin,Newport Pkwy,Newport Pkwy_to_Brunswick & 6th,40.7287448,-74.0321082
Destination,Brunswick & 6th,Newport Pkwy_to_Brunswick & 6th,40.72601173,-74.05038893
Origin,Newport Pkwy,Newport Pkwy_to_Brunswick St,40.7287448,-74.0321082
Destination,Brunswick St,Newport Pkwy_to_Brunswick St,40.7241765,-74.0506564
Origin,Newport Pkwy,Newport Pkwy_to_Christ Hospital,40.7287448,-74.0321082
Destination,Christ Hospital,Newport Pkwy_to_Christ Hospital,40.73478582,-74.05044364
Origin,Newport Pkwy,Newport Pkwy_to_City Hall,40.7287448,-74.0321082
Destination,City Hall,Newport Pkwy_to_City Hall,40.7177325,-74.043845
Origin,Newport Pkwy,Newport Pkwy_to_Columbus Drive,40.7287448,-74.0321082
Destination,Columbus Drive,Newport Pkwy_to_Columbus Drive,40.7183552,-74.03891444
Origin,Newport Pkwy,Newport Pkwy_to_Communipaw & Berry Lane,40.7287448,-74.0321082
Destination,Communipaw & Berry Lane,Newport Pkwy_to_Communipaw & Berry Lane,40.71435837,-74.06661093
Origin,Newport Pkwy,Newport Pkwy_to_Dixon Mills,40.7287448,-74.0321082
Destination,Dixon Mills,Newport Pkwy_to_Dixon Mills,40.72163014,-74.04996783
Origin,Newport Pkwy,Newport Pkwy_to_Essex Light Rail,40.7287448,-74.0321082
Destination,Essex Light Rail,Newport Pkwy_to_Essex Light Rail,40.7127742,-74.0364857
Origin,Newport Pkwy,Newport Pkwy_to_Exchange Place,40.7287448,-74.0321082
Destination,Exchange Place,Newport Pkwy_to_Exchange Place,40.7162469,-74.0334588
Origin,Newport Pkwy,Newport Pkwy_to_Fairmount Ave,40.7287448,-74.0321082
Destination,Fairmount Ave,Newport Pkwy_to_Fairmount Ave,40.72572614,-74.07195926
Origin,Newport Pkwy,Newport Pkwy_to_Glenwood Ave,40.7287448,-74.0321082
Destination,Glenwood Ave,Newport Pkwy_to_Glenwood Ave,40.72755147,-74.07106072
Origin,Newport Pkwy,Newport Pkwy_to_Grand St,40.7287448,-74.0321082
Destination,Grand St,Newport Pkwy_to_Grand St,40.71517768,-74.03768331
Origin,Newport Pkwy,Newport Pkwy_to_Grove St PATH,40.7287448,-74.0321082
Destination,Grove St PATH,Newport Pkwy_to_Grove St PATH,40.71958612,-74.04311746
Origin,Newport Pkwy,Newport Pkwy_to_Hamilton Park,40.7287448,-74.0321082
Destination,Hamilton Park,Newport Pkwy_to_Hamilton Park,40.72759597,-74.04424731
Origin,Newport Pkwy,Newport Pkwy_to_Harborside,40.7287448,-74.0321082
Destination,Harborside,Newport Pkwy_to_Harborside,40.7192517,-74.034234
Origin,Newport Pkwy,Newport Pkwy_to_Heights Elevator,40.7287448,-74.0321082
Destination,Heights Elevator,Newport Pkwy_to_Heights Elevator,40.74871595,-74.0404433
Origin,Newport Pkwy,Newport Pkwy_to_Hilltop,40.7287448,-74.0321082
Destination,Hilltop,Newport Pkwy_to_Hilltop,40.7311689,-74.0575736
Origin,Newport Pkwy,Newport Pkwy_to_Hoboken Ave at Monmouth St,40.7287448,-74.0321082
Destination,Hoboken Ave at Monmouth St,Newport Pkwy_to_Hoboken Ave at Monmouth St,40.73520838,-74.04696375
Origin,Newport Pkwy,Newport Pkwy_to_Jackson Square,40.7287448,-74.0321082
Destination,Jackson Square,Newport Pkwy_to_Jackson Square,40.71113,-74.0789
Origin,Newport Pkwy,Newport Pkwy_to_JC Medical Center,40.7287448,-74.0321082
Destination,JC Medical Center,Newport Pkwy_to_JC Medical Center,40.71653978,-74.04963791
Origin,Newport Pkwy,Newport Pkwy_to_JCBS Depot,40.7287448,-74.0321082
Destination,JCBS Depot,Newport Pkwy_to_JCBS Depot,40.70965083,-74.06860113
Origin,Newport Pkwy,Newport Pkwy_to_Jersey & 3rd,40.7287448,-74.0321082
Destination,Jersey & 3rd,Newport Pkwy_to_Jersey & 3rd,40.72333159,-74.04595256
Origin,Newport Pkwy,Newport Pkwy_to_Jersey & 6th St,40.7287448,-74.0321082
Destination,Jersey & 6th St,Newport Pkwy_to_Jersey & 6th St,40.72528911,-74.04557168
Origin,Newport Pkwy,Newport Pkwy_to_Journal Square,40.7287448,-74.0321082
Destination,Journal Square,Newport Pkwy_to_Journal Square,40.73367,-74.0625
Origin,Newport Pkwy,Newport Pkwy_to_Lafayette Park,40.7287448,-74.0321082
Destination,Lafayette Park,Newport Pkwy_to_Lafayette Park,40.71346383,-74.06285852
Origin,Newport Pkwy,Newport Pkwy_to_Leonard Gordon Park,40.7287448,-74.0321082
Destination,Leonard Gordon Park,Newport Pkwy_to_Leonard Gordon Park,40.74590997,-74.05727148
Origin,Newport Pkwy,Newport Pkwy_to_Liberty Light Rail,40.7287448,-74.0321082
Destination,Liberty Light Rail,Newport Pkwy_to_Liberty Light Rail,40.7112423,-74.0557013
Origin,Newport Pkwy,Newport Pkwy_to_Lincoln Park,40.7287448,-74.0321082
Destination,Lincoln Park,Newport Pkwy_to_Lincoln Park,40.7246051,-74.07840595
Origin,Newport Pkwy,Newport Pkwy_to_Manila & 1st,40.7287448,-74.0321082
Destination,Manila & 1st,Newport Pkwy_to_Manila & 1st,40.72165072,-74.04288411
Origin,Newport Pkwy,Newport Pkwy_to_Marin Light Rail,40.7287448,-74.0321082
Destination,Marin Light Rail,Newport Pkwy_to_Marin Light Rail,40.71458404,-74.04281706
Origin,Newport Pkwy,Newport Pkwy_to_McGinley Square,40.7287448,-74.0321082
Destination,McGinley Square,Newport Pkwy_to_McGinley Square,40.72533993,-74.06762213
Origin,Newport Pkwy,Newport Pkwy_to_Monmouth and 6th,40.7287448,-74.0321082
Destination,Monmouth and 6th,Newport Pkwy_to_Monmouth and 6th,40.72568548,-74.04879034
Origin,Newport Pkwy,Newport Pkwy_to_Montgomery St,40.7287448,-74.0321082
Destination,Montgomery St,Newport Pkwy_to_Montgomery St,40.71942,-74.05099
Origin,Newport Pkwy,Newport Pkwy_to_Morris Canal,40.7287448,-74.0321082
Destination,Morris Canal,Newport Pkwy_to_Morris Canal,40.71241882,-74.03852552
Origin,Newport Pkwy,Newport Pkwy_to_Newark Ave,40.7287448,-74.0321082
Destination,Newark Ave,Newport Pkwy_to_Newark Ave,40.72152515,-74.04630454
Origin,Newport Pkwy,Newport Pkwy_to_Newport PATH,40.7287448,-74.0321082
Destination,Newport PATH,Newport Pkwy_to_Newport PATH,40.7272235,-74.0337589
Origin,Newport Pkwy,Newport Pkwy_to_Newport Pkwy,40.7287448,-74.0321082
Destination,Newport Pkwy,Newport Pkwy_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Newport Pkwy,Newport Pkwy_to_Oakland Ave,40.7287448,-74.0321082
Destination,Oakland Ave,Newport Pkwy_to_Oakland Ave,40.7376037,-74.0524783
Origin,Newport Pkwy,Newport Pkwy_to_Paulus Hook,40.7287448,-74.0321082
Destination,Paulus Hook,Newport Pkwy_to_Paulus Hook,40.7141454,-74.0335519
Origin,Newport Pkwy,Newport Pkwy_to_Pershing Field,40.7287448,-74.0321082
Destination,Pershing Field,Newport Pkwy_to_Pershing Field,40.74267714,-74.05178863
Origin,Newport Pkwy,Newport Pkwy_to_Riverview Park,40.7287448,-74.0321082
Destination,Riverview Park,Newport Pkwy_to_Riverview Park,40.7443187,-74.0439909
Origin,Newport Pkwy,Newport Pkwy_to_Sip Ave,40.7287448,-74.0321082
Destination,Sip Ave,Newport Pkwy_to_Sip Ave,40.7308971,-74.06391263
Origin,Newport Pkwy,Newport Pkwy_to_Van Vorst Park,40.7287448,-74.0321082
Destination,Van Vorst Park,Newport Pkwy_to_Van Vorst Park,40.71848892,-74.04772663
Origin,Newport Pkwy,Newport Pkwy_to_Warren St,40.7287448,-74.0321082
Destination,Warren St,Newport Pkwy_to_Warren St,40.7211236,-74.03805095
Origin,Newport Pkwy,Newport Pkwy_to_Washington St,40.7287448,-74.0321082
Destination,Washington St,Newport Pkwy_to_Washington St,40.7242941,-74.0354826
Origin,Newport Pkwy,Newport Pkwy_to_York St,40.7287448,-74.0321082
Destination,York St,Newport Pkwy_to_York St,40.71649,-74.04105
Origin,Paulus Hook,Paulus Hook_to_Paulus Hook,40.7141454,-74.0335519
Destination,Paulus Hook,Paulus Hook_to_Paulus Hook,40.7141454,-74.0335519
Origin,Paulus Hook,Paulus Hook_to_5 Corners Library,40.7141454,-74.0335519
Destination,5 Corners Library,Paulus Hook_to_5 Corners Library,40.73496102,-74.05950308
Origin,Paulus Hook,Paulus Hook_to_Astor Place,40.7141454,-74.0335519
Destination,Astor Place,Paulus Hook_to_Astor Place,40.7192822,-74.07126188
Origin,Paulus Hook,Paulus Hook_to_Baldwin at Montgomery,40.7141454,-74.0335519
Destination,Baldwin at Montgomery,Paulus Hook_to_Baldwin at Montgomery,40.7236589,-74.0641943
Origin,Paulus Hook,Paulus Hook_to_Bergen Ave,40.7141454,-74.0335519
Destination,Bergen Ave,Paulus Hook_to_Bergen Ave,40.72210379,-74.071455
Origin,Paulus Hook,Paulus Hook_to_Brunswick & 6th,40.7141454,-74.0335519
Destination,Brunswick & 6th,Paulus Hook_to_Brunswick & 6th,40.72601173,-74.05038893
Origin,Paulus Hook,Paulus Hook_to_Brunswick St,40.7141454,-74.0335519
Destination,Brunswick St,Paulus Hook_to_Brunswick St,40.7241765,-74.0506564
Origin,Paulus Hook,Paulus Hook_to_Christ Hospital,40.7141454,-74.0335519
Destination,Christ Hospital,Paulus Hook_to_Christ Hospital,40.73478582,-74.05044364
Origin,Paulus Hook,Paulus Hook_to_City Hall,40.7141454,-74.0335519
Destination,City Hall,Paulus Hook_to_City Hall,40.7177325,-74.043845
Origin,Paulus Hook,Paulus Hook_to_Columbus Drive,40.7141454,-74.0335519
Destination,Columbus Drive,Paulus Hook_to_Columbus Drive,40.7183552,-74.03891444
Origin,Paulus Hook,Paulus Hook_to_Communipaw & Berry Lane,40.7141454,-74.0335519
Destination,Communipaw & Berry Lane,Paulus Hook_to_Communipaw & Berry Lane,40.71435837,-74.06661093
Origin,Paulus Hook,Paulus Hook_to_Dey St,40.7141454,-74.0335519
Destination,Dey St,Paulus Hook_to_Dey St,40.737711,-74.066921
Origin,Paulus Hook,Paulus Hook_to_Dixon Mills,40.7141454,-74.0335519
Destination,Dixon Mills,Paulus Hook_to_Dixon Mills,40.72163014,-74.04996783
Origin,Paulus Hook,Paulus Hook_to_Essex Light Rail,40.7141454,-74.0335519
Destination,Essex Light Rail,Paulus Hook_to_Essex Light Rail,40.7127742,-74.0364857
Origin,Paulus Hook,Paulus Hook_to_Exchange Place,40.7141454,-74.0335519
Destination,Exchange Place,Paulus Hook_to_Exchange Place,40.7162469,-74.0334588
Origin,Paulus Hook,Paulus Hook_to_Fairmount Ave,40.7141454,-74.0335519
Destination,Fairmount Ave,Paulus Hook_to_Fairmount Ave,40.72572614,-74.07195926
Origin,Paulus Hook,Paulus Hook_to_Gansevoort St & Hudson St,40.7141454,-74.0335519
Destination,Gansevoort St & Hudson St,Paulus Hook_to_Gansevoort St & Hudson St,40.7394482,-74.00507033
Origin,Paulus Hook,Paulus Hook_to_Glenwood Ave,40.7141454,-74.0335519
Destination,Glenwood Ave,Paulus Hook_to_Glenwood Ave,40.72755147,-74.07106072
Origin,Paulus Hook,Paulus Hook_to_Grand St,40.7141454,-74.0335519
Destination,Grand St,Paulus Hook_to_Grand St,40.71517768,-74.03768331
Origin,Paulus Hook,Paulus Hook_to_Grove St PATH,40.7141454,-74.0335519
Destination,Grove St PATH,Paulus Hook_to_Grove St PATH,40.71958612,-74.04311746
Origin,Paulus Hook,Paulus Hook_to_Hamilton Park,40.7141454,-74.0335519
Destination,Hamilton Park,Paulus Hook_to_Hamilton Park,40.72759597,-74.04424731
Origin,Paulus Hook,Paulus Hook_to_Harborside,40.7141454,-74.0335519
Destination,Harborside,Paulus Hook_to_Harborside,40.7192517,-74.034234
Origin,Paulus Hook,Paulus Hook_to_Heights Elevator,40.7141454,-74.0335519
Destination,Heights Elevator,Paulus Hook_to_Heights Elevator,40.74871595,-74.0404433
Origin,Paulus Hook,Paulus Hook_to_Hilltop,40.7141454,-74.0335519
Destination,Hilltop,Paulus Hook_to_Hilltop,40.7311689,-74.0575736
Origin,Paulus Hook,Paulus Hook_to_Hoboken Ave at Monmouth St,40.7141454,-74.0335519
Destination,Hoboken Ave at Monmouth St,Paulus Hook_to_Hoboken Ave at Monmouth St,40.73520838,-74.04696375
Origin,Paulus Hook,Paulus Hook_to_Jackson Square,40.7141454,-74.0335519
Destination,Jackson Square,Paulus Hook_to_Jackson Square,40.71113,-74.0789
Origin,Paulus Hook,Paulus Hook_to_JC Medical Center,40.7141454,-74.0335519
Destination,JC Medical Center,Paulus Hook_to_JC Medical Center,40.71653978,-74.04963791
Origin,Paulus Hook,Paulus Hook_to_Jersey & 3rd,40.7141454,-74.0335519
Destination,Jersey & 3rd,Paulus Hook_to_Jersey & 3rd,40.72333159,-74.04595256
Origin,Paulus Hook,Paulus Hook_to_Jersey & 6th St,40.7141454,-74.0335519
Destination,Jersey & 6th St,Paulus Hook_to_Jersey & 6th St,40.72528911,-74.04557168
Origin,Paulus Hook,Paulus Hook_to_Journal Square,40.7141454,-74.0335519
Destination,Journal Square,Paulus Hook_to_Journal Square,40.73367,-74.0625
Origin,Paulus Hook,Paulus Hook_to_Lafayette Park,40.7141454,-74.0335519
Destination,Lafayette Park,Paulus Hook_to_Lafayette Park,40.71346383,-74.06285852
Origin,Paulus Hook,Paulus Hook_to_Leonard Gordon Park,40.7141454,-74.0335519
Destination,Leonard Gordon Park,Paulus Hook_to_Leonard Gordon Park,40.74590997,-74.05727148
Origin,Paulus Hook,Paulus Hook_to_Liberty Light Rail,40.7141454,-74.0335519
Destination,Liberty Light Rail,Paulus Hook_to_Liberty Light Rail,40.7112423,-74.0557013
Origin,Paulus Hook,Paulus Hook_to_Manila & 1st,40.7141454,-74.0335519
Destination,Manila & 1st,Paulus Hook_to_Manila & 1st,40.72165072,-74.04288411
Origin,Paulus Hook,Paulus Hook_to_Marin Light Rail,40.7141454,-74.0335519
Destination,Marin Light Rail,Paulus Hook_to_Marin Light Rail,40.71458404,-74.04281706
Origin,Paulus Hook,Paulus Hook_to_McGinley Square,40.7141454,-74.0335519
Destination,McGinley Square,Paulus Hook_to_McGinley Square,40.72533993,-74.06762213
Origin,Paulus Hook,Paulus Hook_to_Monmouth and 6th,40.7141454,-74.0335519
Destination,Monmouth and 6th,Paulus Hook_to_Monmouth and 6th,40.72568548,-74.04879034
Origin,Paulus Hook,Paulus Hook_to_Montgomery St,40.7141454,-74.0335519
Destination,Montgomery St,Paulus Hook_to_Montgomery St,40.71942,-74.05099
Origin,Paulus Hook,Paulus Hook_to_Morris Canal,40.7141454,-74.0335519
Destination,Morris Canal,Paulus Hook_to_Morris Canal,40.71241882,-74.03852552
Origin,Paulus Hook,Paulus Hook_to_Newark Ave,40.7141454,-74.0335519
Destination,Newark Ave,Paulus Hook_to_Newark Ave,40.72152515,-74.04630454
Origin,Paulus Hook,Paulus Hook_to_Newport PATH,40.7141454,-74.0335519
Destination,Newport PATH,Paulus Hook_to_Newport PATH,40.7272235,-74.0337589
Origin,Paulus Hook,Paulus Hook_to_Newport Pkwy,40.7141454,-74.0335519
Destination,Newport Pkwy,Paulus Hook_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Paulus Hook,Paulus Hook_to_Paulus Hook,40.7141454,-74.0335519
Destination,Paulus Hook,Paulus Hook_to_Paulus Hook,40.7141454,-74.0335519
Origin,Paulus Hook,Paulus Hook_to_Riverview Park,40.7141454,-74.0335519
Destination,Riverview Park,Paulus Hook_to_Riverview Park,40.7443187,-74.0439909
Origin,Paulus Hook,Paulus Hook_to_Sip Ave,40.7141454,-74.0335519
Destination,Sip Ave,Paulus Hook_to_Sip Ave,40.7308971,-74.06391263
Origin,Paulus Hook,Paulus Hook_to_Union St,40.7141454,-74.0335519
Destination,Union St,Paulus Hook_to_Union St,40.7182113,-74.0836394
Origin,Paulus Hook,Paulus Hook_to_Van Vorst Park,40.7141454,-74.0335519
Destination,Van Vorst Park,Paulus Hook_to_Van Vorst Park,40.71848892,-74.04772663
Origin,Paulus Hook,Paulus Hook_to_Vesey Pl & River Terrace,40.7141454,-74.0335519
Destination,Vesey Pl & River Terrace,Paulus Hook_to_Vesey Pl & River Terrace,40.7153379,-74.01658354
Origin,Paulus Hook,Paulus Hook_to_Warren St,40.7141454,-74.0335519
Destination,Warren St,Paulus Hook_to_Warren St,40.7211236,-74.03805095
Origin,Paulus Hook,Paulus Hook_to_Washington St,40.7141454,-74.0335519
Destination,Washington St,Paulus Hook_to_Washington St,40.7242941,-74.0354826
Origin,Paulus Hook,Paulus Hook_to_York St,40.7141454,-74.0335519
Destination,York St,Paulus Hook_to_York St,40.71649,-74.04105
Origin,Sip Ave,Sip Ave_to_Sip Ave,40.73085707,-74.06387927
Destination,Sip Ave,Sip Ave_to_Sip Ave,40.73085707,-74.06387927
Origin,Sip Ave,Sip Ave_to_5 Corners Library,40.73080291,-74.06383413
Destination,5 Corners Library,Sip Ave_to_5 Corners Library,40.73496102,-74.05950308
Origin,Sip Ave,Sip Ave_to_Astor Place,40.73080291,-74.06383413
Destination,Astor Place,Sip Ave_to_Astor Place,40.7192822,-74.07126188
Origin,Sip Ave,Sip Ave_to_Baldwin at Montgomery,40.73080291,-74.06383413
Destination,Baldwin at Montgomery,Sip Ave_to_Baldwin at Montgomery,40.7236589,-74.0641943
Origin,Sip Ave,Sip Ave_to_Bergen Ave,40.73080291,-74.06383413
Destination,Bergen Ave,Sip Ave_to_Bergen Ave,40.72210379,-74.071455
Origin,Sip Ave,Sip Ave_to_Brunswick & 6th,40.73080291,-74.06383413
Destination,Brunswick & 6th,Sip Ave_to_Brunswick & 6th,40.72601173,-74.05038893
Origin,Sip Ave,Sip Ave_to_Brunswick St,40.73080291,-74.06383413
Destination,Brunswick St,Sip Ave_to_Brunswick St,40.7241765,-74.0506564
Origin,Sip Ave,Sip Ave_to_Christ Hospital,40.73080291,-74.06383413
Destination,Christ Hospital,Sip Ave_to_Christ Hospital,40.73478582,-74.05044364
Origin,Sip Ave,Sip Ave_to_City Hall,40.73080291,-74.06383413
Destination,City Hall,Sip Ave_to_City Hall,40.7177325,-74.043845
Origin,Sip Ave,Sip Ave_to_Columbus Drive,40.73080291,-74.06383413
Destination,Columbus Drive,Sip Ave_to_Columbus Drive,40.7183552,-74.03891444
Origin,Sip Ave,Sip Ave_to_Communipaw & Berry Lane,40.73080291,-74.06383413
Destination,Communipaw & Berry Lane,Sip Ave_to_Communipaw & Berry Lane,40.71435837,-74.06661093
Origin,Sip Ave,Sip Ave_to_Dey St,40.73080291,-74.06383413
Destination,Dey St,Sip Ave_to_Dey St,40.737711,-74.066921
Origin,Sip Ave,Sip Ave_to_Dixon Mills,40.73080291,-74.06383413
Destination,Dixon Mills,Sip Ave_to_Dixon Mills,40.72163014,-74.04996783
Origin,Sip Ave,Sip Ave_to_Essex Light Rail,40.73080291,-74.06383413
Destination,Essex Light Rail,Sip Ave_to_Essex Light Rail,40.7127742,-74.0364857
Origin,Sip Ave,Sip Ave_to_Exchange Place,40.73080291,-74.06383413
Destination,Exchange Place,Sip Ave_to_Exchange Place,40.7162469,-74.0334588
Origin,Sip Ave,Sip Ave_to_Fairmount Ave,40.73080291,-74.06383413
Destination,Fairmount Ave,Sip Ave_to_Fairmount Ave,40.72572614,-74.07195926
Origin,Sip Ave,Sip Ave_to_Glenwood Ave,40.73080291,-74.06383413
Destination,Glenwood Ave,Sip Ave_to_Glenwood Ave,40.72755147,-74.07106072
Origin,Sip Ave,Sip Ave_to_Grand St,40.73080291,-74.06383413
Destination,Grand St,Sip Ave_to_Grand St,40.71517768,-74.03768331
Origin,Sip Ave,Sip Ave_to_Grove St PATH,40.73080291,-74.06383413
Destination,Grove St PATH,Sip Ave_to_Grove St PATH,40.71958612,-74.04311746
Origin,Sip Ave,Sip Ave_to_Hamilton Park,40.73080291,-74.06383413
Destination,Hamilton Park,Sip Ave_to_Hamilton Park,40.72759597,-74.04424731
Origin,Sip Ave,Sip Ave_to_Harborside,40.73080291,-74.06383413
Destination,Harborside,Sip Ave_to_Harborside,40.7192517,-74.034234
Origin,Sip Ave,Sip Ave_to_Heights Elevator,40.73080291,-74.06383413
Destination,Heights Elevator,Sip Ave_to_Heights Elevator,40.74871595,-74.0404433
Origin,Sip Ave,Sip Ave_to_Hilltop,40.73080291,-74.06383413
Destination,Hilltop,Sip Ave_to_Hilltop,40.7311689,-74.0575736
Origin,Sip Ave,Sip Ave_to_Hoboken Ave at Monmouth St,40.73080291,-74.06383413
Destination,Hoboken Ave at Monmouth St,Sip Ave_to_Hoboken Ave at Monmouth St,40.73520838,-74.04696375
Origin,Sip Ave,Sip Ave_to_Jackson Square,40.73080291,-74.06383413
Destination,Jackson Square,Sip Ave_to_Jackson Square,40.71113,-74.0789
Origin,Sip Ave,Sip Ave_to_JC Medical Center,40.73080291,-74.06383413
Destination,JC Medical Center,Sip Ave_to_JC Medical Center,40.71653978,-74.04963791
Origin,Sip Ave,Sip Ave_to_JCBS Depot,40.73080291,-74.06383413
Destination,JCBS Depot,Sip Ave_to_JCBS Depot,40.70965083,-74.06860113
Origin,Sip Ave,Sip Ave_to_Jersey & 3rd,40.73080291,-74.06383413
Destination,Jersey & 3rd,Sip Ave_to_Jersey & 3rd,40.72333159,-74.04595256
Origin,Sip Ave,Sip Ave_to_Jersey & 6th St,40.73080291,-74.06383413
Destination,Jersey & 6th St,Sip Ave_to_Jersey & 6th St,40.72528911,-74.04557168
Origin,Sip Ave,Sip Ave_to_Journal Square,40.73080291,-74.06383413
Destination,Journal Square,Sip Ave_to_Journal Square,40.73367,-74.0625
Origin,Sip Ave,Sip Ave_to_Lafayette Park,40.73080291,-74.06383413
Destination,Lafayette Park,Sip Ave_to_Lafayette Park,40.71346383,-74.06285852
Origin,Sip Ave,Sip Ave_to_Leonard Gordon Park,40.73080291,-74.06383413
Destination,Leonard Gordon Park,Sip Ave_to_Leonard Gordon Park,40.74590997,-74.05727148
Origin,Sip Ave,Sip Ave_to_Liberty Light Rail,40.73080291,-74.06383413
Destination,Liberty Light Rail,Sip Ave_to_Liberty Light Rail,40.7112423,-74.0557013
Origin,Sip Ave,Sip Ave_to_Lincoln Park,40.73080291,-74.06383413
Destination,Lincoln Park,Sip Ave_to_Lincoln Park,40.7246051,-74.07840595
Origin,Sip Ave,Sip Ave_to_Manila & 1st,40.73080291,-74.06383413
Destination,Manila & 1st,Sip Ave_to_Manila & 1st,40.72165072,-74.04288411
Origin,Sip Ave,Sip Ave_to_Marin Light Rail,40.73080291,-74.06383413
Destination,Marin Light Rail,Sip Ave_to_Marin Light Rail,40.71458404,-74.04281706
Origin,Sip Ave,Sip Ave_to_McGinley Square,40.73080291,-74.06383413
Destination,McGinley Square,Sip Ave_to_McGinley Square,40.72533993,-74.06762213
Origin,Sip Ave,Sip Ave_to_Monmouth and 6th,40.73080291,-74.06383413
Destination,Monmouth and 6th,Sip Ave_to_Monmouth and 6th,40.72568548,-74.04879034
Origin,Sip Ave,Sip Ave_to_Montgomery St,40.73080291,-74.06383413
Destination,Montgomery St,Sip Ave_to_Montgomery St,40.71942,-74.05099
