Origin/Destination,start station name,Route,start station latitude,start station longitude
Destination,Communipaw & Berry Lane,Liberty Light Rail_to_Communipaw & Berry Lane,40.71435837,-74.06661093
Origin,Liberty Light Rail,Liberty Light Rail_to_Dey St,40.7112423,-74.0557013
Destination,Dey St,Liberty Light Rail_to_Dey St,40.737711,-74.066921
Origin,Liberty Light Rail,Liberty Light Rail_to_Dixon Mills,40.7112423,-74.0557013
Destination,Dixon Mills,Liberty Light Rail_to_Dixon Mills,40.72163014,-74.04996783
Origin,Liberty Light Rail,Liberty Light Rail_to_Essex Light Rail,40.7112423,-74.0557013
Destination,Essex Light Rail,Liberty Light Rail_to_Essex Light Rail,40.7127742,-74.0364857
Origin,Liberty Light Rail,Liberty Light Rail_to_Exchange Place,40.7112423,-74.0557013
Destination,Exchange Place,Liberty Light Rail_to_Exchange Place,40.7162469,-74.0334588
Origin,Liberty Light Rail,Liberty Light Rail_to_Fairmount Ave,40.7112423,-74.0557013
Destination,Fairmount Ave,Liberty Light Rail_to_Fairmount Ave,40.72572614,-74.07195926
Origin,Liberty Light Rail,Liberty Light Rail_to_Grand St,40.7112423,-74.0557013
Destination,Grand St,Liberty Light Rail_to_Grand St,40.71517768,-74.03768331
Origin,Liberty Light Rail,Liberty Light Rail_to_Grove St PATH,40.7112423,-74.0557013
Destination,Grove St PATH,Liberty Light Rail_to_Grove St PATH,40.71958612,-74.04311746
Origin,Liberty Light Rail,Liberty Light Rail_to_Hamilton Park,40.7112423,-74.0557013
Destination,Hamilton Park,Liberty Light Rail_to_Hamilton Park,40.72759597,-74.04424731
Origin,Liberty Light Rail,Liberty Light Rail_to_Harborside,40.7112423,-74.0557013
Destination,Harborside,Liberty Light Rail_to_Harborside,40.7192517,-74.034234
Origin,Liberty Light Rail,Liberty Light Rail_to_Heights Elevator,40.7112423,-74.0557013
Destination,Heights Elevator,Liberty Light Rail_to_Heights Elevator,40.74871595,-74.0404433
Origin,Liberty Light Rail,Liberty Light Rail_to_Hilltop,40.7112423,-74.0557013
Destination,Hilltop,Liberty Light Rail_to_Hilltop,40.7311689,-74.0575736
Origin,Liberty Light Rail,Liberty Light Rail_to_Jackson Square,40.7112423,-74.0557013
Destination,Jackson Square,Liberty Light Rail_to_Jackson Square,40.71113,-74.0789
Origin,Liberty Light Rail,Liberty Light Rail_to_JC Medical Center,40.7112423,-74.0557013
Destination,JC Medical Center,Liberty Light Rail_to_JC Medical Center,40.71653978,-74.04963791
Origin,Liberty Light Rail,Liberty Light Rail_to_JCBS Depot,40.7112423,-74.0557013
Destination,JCBS Depot,Liberty Light Rail_to_JCBS Depot,40.70965083,-74.06860113
Origin,Liberty Light Rail,Liberty Light Rail_to_Jersey & 3rd,40.7112423,-74.0557013
Destination,Jersey & 3rd,Liberty Light Rail_to_Jersey & 3rd,40.72333159,-74.04595256
Origin,Liberty Light Rail,Liberty Light Rail_to_Jersey & 6th St,40.7112423,-74.0557013
Destination,Jersey & 6th St,Liberty Light Rail_to_Jersey & 6th St,40.72528911,-74.04557168
Origin,Liberty Light Rail,Liberty Light Rail_to_Lafayette Park,40.7112423,-74.0557013
Destination,Lafayette Park,Liberty Light Rail_to_Lafayette Park,40.71346383,-74.06285852
Origin,Liberty Light Rail,Liberty Light Rail_to_Liberty Light Rail,40.7112423,-74.0557013
Destination,Liberty Light Rail,Liberty Light Rail_to_Liberty Light Rail,40.7112423,-74.0557013
Origin,Liberty Light Rail,Liberty Light Rail_to_Lincoln Park,40.7112423,-74.0557013
Destination,Lincoln Park,Liberty Light Rail_to_Lincoln Park,40.7246051,-74.07840595
Origin,Liberty Light Rail,Liberty Light Rail_to_Manila & 1st,40.7112423,-74.0557013
Destination,Manila & 1st,Liberty Light Rail_to_Manila & 1st,40.72165072,-74.04288411
Origin,Liberty Light Rail,Liberty Light Rail_to_Marin Light Rail,40.7112423,-74.0557013
Destination,Marin Light Rail,Liberty Light Rail_to_Marin Light Rail,40.71458404,-74.04281706
Origin,Liberty Light Rail,Liberty Light Rail_to_McGinley Square,40.7112423,-74.0557013
Destination,McGinley Square,Liberty Light Rail_to_McGinley Square,40.72533993,-74.06762213
Origin,Liberty Light Rail,Liberty Light Rail_to_Mercer St & Spring St,40.7112423,-74.0557013
Destination,Mercer St & Spring St,Liberty Light Rail_to_Mercer St & Spring St,40.72362738,-73.99949601
Origin,Liberty Light Rail,Liberty Light Rail_to_Monmouth and 6th,40.7112423,-74.0557013
Destination,Monmouth and 6th,Liberty Light Rail_to_Monmouth and 6th,40.72568548,-74.04879034
Origin,Liberty Light Rail,Liberty Light Rail_to_Montgomery St,40.7112423,-74.0557013
Destination,Montgomery St,Liberty Light Rail_to_Montgomery St,40.71942,-74.05099
Origin,Liberty Light Rail,Liberty Light Rail_to_Morris Canal,40.7112423,-74.0557013
Destination,Morris Canal,Liberty Light Rail_to_Morris Canal,40.71241882,-74.03852552
Origin,Liberty Light Rail,Liberty Light Rail_to_Newark Ave,40.7112423,-74.0557013
Destination,Newark Ave,Liberty Light Rail_to_Newark Ave,40.72152515,-74.04630454
Origin,Liberty Light Rail,Liberty Light Rail_to_Newport PATH,40.7112423,-74.0557013
Destination,Newport PATH,Liberty Light Rail_to_Newport PATH,40.7272235,-74.0337589
Origin,Liberty Light Rail,Liberty Light Rail_to_Newport Pkwy,40.7112423,-74.0557013
Destination,Newport Pkwy,Liberty Light Rail_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Liberty Light Rail,Liberty Light Rail_to_Paulus Hook,40.7112423,-74.0557013
Destination,Paulus Hook,Liberty Light Rail_to_Paulus Hook,40.7141454,-74.0335519
Origin,Liberty Light Rail,Liberty Light Rail_to_Pershing Field,40.7112423,-74.0557013
Destination,Pershing Field,Liberty Light Rail_to_Pershing Field,40.74267714,-74.05178863
Origin,Liberty Light Rail,Liberty Light Rail_to_Sip Ave,40.7112423,-74.0557013
Destination,Sip Ave,Liberty Light Rail_to_Sip Ave,40.7308971,-74.06391263
Origin,Liberty Light Rail,Liberty Light Rail_to_Union St,40.7112423,-74.0557013
Destination,Union St,Liberty Light Rail_to_Union St,40.7182113,-74.0836394
Origin,Liberty Light Rail,Liberty Light Rail_to_Van Vorst Park,40.7112423,-74.0557013
Destination,Van Vorst Park,Liberty Light Rail_to_Van Vorst Park,40.71848892,-74.04772663
Origin,Liberty Light Rail,Liberty Light Rail_to_Vesey Pl & River Terrace,40.7112423,-74.0557013
Destination,Vesey Pl & River Terrace,Liberty Light Rail_to_Vesey Pl & River Terrace,40.7153379,-74.01658354
Origin,Liberty Light Rail,Liberty Light Rail_to_Warren St,40.7112423,-74.0557013
Destination,Warren St,Liberty Light Rail_to_Warren St,40.7211236,-74.03805095
Origin,Liberty Light Rail,Liberty Light Rail_to_Washington St,40.7112423,-74.0557013
Destination,Washington St,Liberty Light Rail_to_Washington St,40.7242941,-74.0354826
Origin,Liberty Light Rail,Liberty Light Rail_to_West St & Chambers St,40.7112423,-74.0557013
Destination,West St & Chambers St,Liberty Light Rail_to_West St & Chambers St,40.71754834,-74.01322069
Origin,Liberty Light Rail,Liberty Light Rail_to_York St,40.7112423,-74.0557013
Destination,York St,Liberty Light Rail_to_York St,40.71649,-74.04105
Origin,Marin Light Rail,Marin Light Rail_toMarin Light Rail,40.71458404,-74.04281706
Destination,Marin Light Rail,Marin Light Rail_toMarin Light Rail,40.71458404,-74.04281706
Origin,Marin Light Rail,Marin Light Rail_to5 Corners Library,40.71458404,-74.04281706
Destination,5 Corners Library,Marin Light Rail_to5 Corners Library,40.73496102,-74.05950308
Origin,Marin Light Rail,Marin Light Rail_toAstor Place,40.71458404,-74.04281706
Destination,Astor Place,Marin Light Rail_toAstor Place,40.7192822,-74.07126188
Origin,Marin Light Rail,Marin Light Rail_toBaldwin at Montgomery,40.71458404,-74.04281706
Destination,Baldwin at Montgomery,Marin Light Rail_toBaldwin at Montgomery,40.7236589,-74.0641943
Origin,Marin Light Rail,Marin Light Rail_toBergen Ave,40.71458404,-74.04281706
Destination,Bergen Ave,Marin Light Rail_toBergen Ave,40.72210379,-74.071455
Origin,Marin Light Rail,Marin Light Rail_toBrunswick & 6th,40.71458404,-74.04281706
Destination,Brunswick & 6th,Marin Light Rail_toBrunswick & 6th,40.72601173,-74.05038893
Origin,Marin Light Rail,Marin Light Rail_toBrunswick St,40.71458404,-74.04281706
Destination,Brunswick St,Marin Light Rail_toBrunswick St,40.7241765,-74.0506564
Origin,Marin Light Rail,Marin Light Rail_toCity Hall,40.71458404,-74.04281706
Destination,City Hall,Marin Light Rail_toCity Hall,40.7177325,-74.043845
Origin,Marin Light Rail,Marin Light Rail_toColumbus Drive,40.71458404,-74.04281706
Destination,Columbus Drive,Marin Light Rail_toColumbus Drive,40.7183552,-74.03891444
Origin,Marin Light Rail,Marin Light Rail_toCommunipaw & Berry Lane,40.71458404,-74.04281706
Destination,Communipaw & Berry Lane,Marin Light Rail_toCommunipaw & Berry Lane,40.71435837,-74.06661093
Origin,Marin Light Rail,Marin Light Rail_toDey St,40.71458404,-74.04281706
Destination,Dey St,Marin Light Rail_toDey St,40.737711,-74.066921
Origin,Marin Light Rail,Marin Light Rail_toDixon Mills,40.71458404,-74.04281706
Destination,Dixon Mills,Marin Light Rail_toDixon Mills,40.72163014,-74.04996783
Origin,Marin Light Rail,Marin Light Rail_toEssex Light Rail,40.71458404,-74.04281706
Destination,Essex Light Rail,Marin Light Rail_toEssex Light Rail,40.7127742,-74.0364857
Origin,Marin Light Rail,Marin Light Rail_toExchange Place,40.71458404,-74.04281706
Destination,Exchange Place,Marin Light Rail_toExchange Place,40.7162469,-74.0334588
Origin,Marin Light Rail,Marin Light Rail_toGlenwood Ave,40.71458404,-74.04281706
Destination,Glenwood Ave,Marin Light Rail_toGlenwood Ave,40.72755147,-74.07106072
Origin,Marin Light Rail,Marin Light Rail_toGrand St,40.71458404,-74.04281706
Destination,Grand St,Marin Light Rail_toGrand St,40.71517768,-74.03768331
Origin,Marin Light Rail,Marin Light Rail_toGrove St PATH,40.71458404,-74.04281706
Destination,Grove St PATH,Marin Light Rail_toGrove St PATH,40.71958612,-74.04311746
Origin,Marin Light Rail,Marin Light Rail_toHamilton Park,40.71458404,-74.04281706
Destination,Hamilton Park,Marin Light Rail_toHamilton Park,40.72759597,-74.04424731
Origin,Marin Light Rail,Marin Light Rail_toHarborside,40.71458404,-74.04281706
Destination,Harborside,Marin Light Rail_toHarborside,40.7192517,-74.034234
Origin,Marin Light Rail,Marin Light Rail_toHeights Elevator,40.71458404,-74.04281706
Destination,Heights Elevator,Marin Light Rail_toHeights Elevator,40.74871595,-74.0404433
Origin,Marin Light Rail,Marin Light Rail_toHilltop,40.71458404,-74.04281706
Destination,Hilltop,Marin Light Rail_toHilltop,40.7311689,-74.0575736
Origin,Marin Light Rail,Marin Light Rail_toHoboken Ave at Monmouth St,40.71458404,-74.04281706
Destination,Hoboken Ave at Monmouth St,Marin Light Rail_toHoboken Ave at Monmouth St,40.73520838,-74.04696375
Origin,Marin Light Rail,Marin Light Rail_toJackson Square,40.71458404,-74.04281706
Destination,Jackson Square,Marin Light Rail_toJackson Square,40.71113,-74.0789
Origin,Marin Light Rail,Marin Light Rail_toJC Medical Center,40.71458404,-74.04281706
Destination,JC Medical Center,Marin Light Rail_toJC Medical Center,40.71653978,-74.04963791
Origin,Marin Light Rail,Marin Light Rail_toJCBS Depot,40.71458404,-74.04281706
Destination,JCBS Depot,Marin Light Rail_toJCBS Depot,40.70965083,-74.06860113
Origin,Marin Light Rail,Marin Light Rail_toJersey & 3rd,40.71458404,-74.04281706
Destination,Jersey & 3rd,Marin Light Rail_toJersey & 3rd,40.72333159,-74.04595256
Origin,Marin Light Rail,Marin Light Rail_toJersey & 6th St,40.71458404,-74.04281706
Destination,Jersey & 6th St,Marin Light Rail_toJersey & 6th St,40.72528911,-74.04557168
Origin,Marin Light Rail,Marin Light Rail_toJournal Square,40.71458404,-74.04281706
Destination,Journal Square,Marin Light Rail_toJournal Square,40.73367,-74.0625
Origin,Marin Light Rail,Marin Light Rail_toLafayette Park,40.71458404,-74.04281706
Destination,Lafayette Park,Marin Light Rail_toLafayette Park,40.71346383,-74.06285852
Origin,Marin Light Rail,Marin Light Rail_toLiberty Light Rail,40.71458404,-74.04281706
Destination,Liberty Light Rail,Marin Light Rail_toLiberty Light Rail,40.7112423,-74.0557013
Origin,Marin Light Rail,Marin Light Rail_toLincoln Park,40.71458404,-74.04281706
Destination,Lincoln Park,Marin Light Rail_toLincoln Park,40.7246051,-74.07840595
Origin,Marin Light Rail,Marin Light Rail_toManila & 1st,40.71458404,-74.04281706
Destination,Manila & 1st,Marin Light Rail_toManila & 1st,40.72165072,-74.04288411
Origin,Marin Light Rail,Marin Light Rail_toMarin Light Rail,40.71458404,-74.04281706
Destination,Marin Light Rail,Marin Light Rail_toMarin Light Rail,40.71458404,-74.04281706
Origin,Marin Light Rail,Marin Light Rail_toMcGinley Square,40.71458404,-74.04281706
Destination,McGinley Square,Marin Light Rail_toMcGinley Square,40.72533993,-74.06762213
Origin,Marin Light Rail,Marin Light Rail_toMonmouth and 6th,40.71458404,-74.04281706
Destination,Monmouth and 6th,Marin Light Rail_toMonmouth and 6th,40.72568548,-74.04879034
Origin,Marin Light Rail,Marin Light Rail_toMontgomery St,40.71458404,-74.04281706
Destination,Montgomery St,Marin Light Rail_toMontgomery St,40.71942,-74.05099
Origin,Marin Light Rail,Marin Light Rail_toMorris Canal,40.71458404,-74.04281706
Destination,Morris Canal,Marin Light Rail_toMorris Canal,40.71241882,-74.03852552
Origin,Marin Light Rail,Marin Light Rail_toNewark Ave,40.71458404,-74.04281706
Destination,Newark Ave,Marin Light Rail_toNewark Ave,40.72152515,-74.04630454
Origin,Marin Light Rail,Marin Light Rail_toNewport PATH,40.71458404,-74.04281706
Destination,Newport PATH,Marin Light Rail_toNewport PATH,40.7272235,-74.0337589
Origin,Marin Light Rail,Marin Light Rail_toNewport Pkwy,40.71458404,-74.04281706
Destination,Newport Pkwy,Marin Light Rail_toNewport Pkwy,40.7287448,-74.0321082
Origin,Marin Light Rail,Marin Light Rail_toOakland Ave,40.71458404,-74.04281706
Destination,Oakland Ave,Marin Light Rail_toOakland Ave,40.7376037,-74.0524783
Origin,Marin Light Rail,Marin Light Rail_toPaulus Hook,40.71458404,-74.04281706
Destination,Paulus Hook,Marin Light Rail_toPaulus Hook,40.7141454,-74.0335519
Origin,Marin Light Rail,Marin Light Rail_toPershing Field,40.71458404,-74.04281706
Destination,Pershing Field,Marin Light Rail_toPershing Field,40.74267714,-74.05178863
Origin,Marin Light Rail,Marin Light Rail_toRiverview Park,40.71458404,-74.04281706
Destination,Riverview Park,Marin Light Rail_toRiverview Park,40.7443187,-74.0439909
Origin,Marin Light Rail,Marin Light Rail_toVan Vorst Park,40.71458404,-74.04281706
Destination,Van Vorst Park,Marin Light Rail_toVan Vorst Park,40.71848892,-74.04772663
Origin,Marin Light Rail,Marin Light Rail_toW 20 St & 11 Ave,40.71458404,-74.04281706
Destination,W 20 St & 11 Ave,Marin Light Rail_toW 20 St & 11 Ave,40.746745,-74.007756
Origin,Marin Light Rail,Marin Light Rail_toWarren St,40.71458404,-74.04281706
Destination,Warren St,Marin Light Rail_toWarren St,40.7211236,-74.03805095
Origin,Marin Light Rail,Marin Light Rail_toWashington St,40.71458404,-74.04281706
Destination,Washington St,Marin Light Rail_toWashington St,40.7242941,-74.0354826
Origin,Marin Light Rail,Marin Light Rail_toYork St,40.71458404,-74.04281706
Destination,York St,Marin Light Rail_toYork St,40.71649,-74.04105
Origin,Morris Canal,Morris Canal_toMorris Canal,40.71241882,-74.03852552
Destination,Morris Canal,Morris Canal_toMorris Canal,40.71774949,-74.03807937
Origin,Morris Canal,Morris Canal_to12 Ave & W 40 St,40.71241882,-74.03852552
Destination,12 Ave & W 40 St,Morris Canal_to12 Ave & W 40 St,40.76087502,-74.00277668
Origin,Morris Canal,Morris Canal_toBaldwin at Montgomery,40.71241882,-74.03852552
Destination,Baldwin at Montgomery,Morris Canal_toBaldwin at Montgomery,40.7236589,-74.0641943
Origin,Morris Canal,Morris Canal_toBrunswick & 6th,40.71241882,-74.03852552
Destination,Brunswick & 6th,Morris Canal_toBrunswick & 6th,40.72601173,-74.05038893
Origin,Morris Canal,Morris Canal_toBrunswick St,40.71241882,-74.03852552
Destination,Brunswick St,Morris Canal_toBrunswick St,40.7241765,-74.0506564
Origin,Morris Canal,Morris Canal_toChrist Hospital,40.71241882,-74.03852552
Destination,Christ Hospital,Morris Canal_toChrist Hospital,40.73478582,-74.05044364
Origin,Morris Canal,Morris Canal_toCity Hall,40.71241882,-74.03852552
Destination,City Hall,Morris Canal_toCity Hall,40.7177325,-74.043845
Origin,Morris Canal,Morris Canal_toColumbus Drive,40.71241882,-74.03852552
Destination,Columbus Drive,Morris Canal_toColumbus Drive,40.7183552,-74.03891444
Origin,Morris Canal,Morris Canal_toDixon Mills,40.71241882,-74.03852552
Destination,Dixon Mills,Morris Canal_toDixon Mills,40.72163014,-74.04996783
Origin,Morris Canal,Morris Canal_toEssex Light Rail,40.71241882,-74.03852552
Destination,Essex Light Rail,Morris Canal_toEssex Light Rail,40.7127742,-74.0364857
Origin,Morris Canal,Morris Canal_toExchange Place,40.71241882,-74.03852552
Destination,Exchange Place,Morris Canal_toExchange Place,40.7162469,-74.0334588
Origin,Morris Canal,Morris Canal_toFairmount Ave,40.71241882,-74.03852552
Destination,Fairmount Ave,Morris Canal_toFairmount Ave,40.72572614,-74.07195926
Origin,Morris Canal,Morris Canal_toGrand St,40.71241882,-74.03852552
Destination,Grand St,Morris Canal_toGrand St,40.71517768,-74.03768331
Origin,Morris Canal,Morris Canal_toGrove St PATH,40.71241882,-74.03852552
Destination,Grove St PATH,Morris Canal_toGrove St PATH,40.71958612,-74.04311746
Origin,Morris Canal,Morris Canal_toHamilton Park,40.71241882,-74.03852552
Destination,Hamilton Park,Morris Canal_toHamilton Park,40.72759597,-74.04424731
Origin,Morris Canal,Morris Canal_toHarborside,40.71241882,-74.03852552
Destination,Harborside,Morris Canal_toHarborside,40.7192517,-74.034234
Origin,Morris Canal,Morris Canal_toHeights Elevator,40.71241882,-74.03852552
Destination,Heights Elevator,Morris Canal_toHeights Elevator,40.74871595,-74.0404433
Origin,Morris Canal,Morris Canal_toHilltop,40.71241882,-74.03852552
Destination,Hilltop,Morris Canal_toHilltop,40.7311689,-74.0575736
Origin,Morris Canal,Morris Canal_toJC Medical Center,40.71241882,-74.03852552
Destination,JC Medical Center,Morris Canal_toJC Medical Center,40.71653978,-74.04963791
Origin,Morris Canal,Morris Canal_toJersey & 3rd,40.71241882,-74.03852552
Destination,Jersey & 3rd,Morris Canal_toJersey & 3rd,40.72333159,-74.04595256
Origin,Morris Canal,Morris Canal_toJersey & 6th St,40.71241882,-74.03852552
Destination,Jersey & 6th St,Morris Canal_toJersey & 6th St,40.72528911,-74.04557168
Origin,Morris Canal,Morris Canal_toJournal Square,40.71241882,-74.03852552
Destination,Journal Square,Morris Canal_toJournal Square,40.73367,-74.0625
Origin,Morris Canal,Morris Canal_toLafayette Park,40.71241882,-74.03852552
Destination,Lafayette Park,Morris Canal_toLafayette Park,40.71346383,-74.06285852
Origin,Morris Canal,Morris Canal_toLeonard Gordon Park,40.71241882,-74.03852552
Destination,Leonard Gordon Park,Morris Canal_toLeonard Gordon Park,40.74590997,-74.05727148
Origin,Morris Canal,Morris Canal_toLiberty Light Rail,40.71241882,-74.03852552
Destination,Liberty Light Rail,Morris Canal_toLiberty Light Rail,40.7112423,-74.0557013
Origin,Morris Canal,Morris Canal_toManila & 1st,40.71241882,-74.03852552
Destination,Manila & 1st,Morris Canal_toManila & 1st,40.72165072,-74.04288411
Origin,Morris Canal,Morris Canal_toMarin Light Rail,40.71241882,-74.03852552
Destination,Marin Light Rail,Morris Canal_toMarin Light Rail,40.71458404,-74.04281706
Origin,Morris Canal,Morris Canal_toMcGinley Square,40.71241882,-74.03852552
Destination,McGinley Square,Morris Canal_toMcGinley Square,40.72533993,-74.06762213
Origin,Morris Canal,Morris Canal_toMonmouth and 6th,40.71241882,-74.03852552
Destination,Monmouth and 6th,Morris Canal_toMonmouth and 6th,40.72568548,-74.04879034
Origin,Morris Canal,Morris Canal_toMontgomery St,40.71241882,-74.03852552
Destination,Montgomery St,Morris Canal_toMontgomery St,40.71942,-74.05099
Origin,Morris Canal,Morris Canal_toMorris Canal,40.71241882,-74.03852552
Destination,Morris Canal,Morris Canal_toMorris Canal,40.71241882,-74.03852552
Origin,Morris Canal,Morris Canal_toNewark Ave,40.71241882,-74.03852552
Destination,Newark Ave,Morris Canal_toNewark Ave,40.72152515,-74.04630454
Origin,Morris Canal,Morris Canal_toNewport PATH,40.71241882,-74.03852552
Destination,Newport PATH,Morris Canal_toNewport PATH,40.7272235,-74.0337589
Origin,Morris Canal,Morris Canal_toNewport Pkwy,40.71241882,-74.03852552
Destination,Newport Pkwy,Morris Canal_toNewport Pkwy,40.7287448,-74.0321082
Origin,Morris Canal,Morris Canal_toOakland Ave,40.71241882,-74.03852552
Destination,Oakland Ave,Morris Canal_toOakland Ave,40.7376037,-74.0524783
Origin,Morris Canal,Morris Canal_toOld Slip & Front St,40.71241882,-74.03852552
Destination,Old Slip & Front St,Morris Canal_toOld Slip & Front St,40.7037992,-74.00838676
Origin,Morris Canal,Morris Canal_toPaulus Hook,40.71241882,-74.03852552
Destination,Paulus Hook,Morris Canal_toPaulus Hook,40.7141454,-74.0335519
Origin,Morris Canal,Morris Canal_toPershing Field,40.71241882,-74.03852552
Destination,Pershing Field,Morris Canal_toPershing Field,40.74267714,-74.05178863
Origin,Morris Canal,Morris Canal_toSip Ave,40.71241882,-74.03852552
Destination,Sip Ave,Morris Canal_toSip Ave,40.7308971,-74.06391263
Origin,Morris Canal,Morris Canal_toUnion St,40.71241882,-74.03852552
Destination,Union St,Morris Canal_toUnion St,40.7182113,-74.0836394
Origin,Morris Canal,Morris Canal_toVan Vorst Park,40.71241882,-74.03852552
Destination,Van Vorst Park,Morris Canal_toVan Vorst Park,40.71848892,-74.04772663
Origin,Morris Canal,Morris Canal_toVesey Pl & River Terrace,40.71241882,-74.03852552
Destination,Vesey Pl & River Terrace,Morris Canal_toVesey Pl & River Terrace,40.7153379,-74.01658354
Origin,Morris Canal,Morris Canal_toWarren St,40.71241882,-74.03852552
Destination,Warren St,Morris Canal_toWarren St,40.7211236,-74.03805095
Origin,Morris Canal,Morris Canal_toWashington St,40.71241882,-74.03852552
Destination,Washington St,Morris Canal_toWashington St,40.7242941,-74.0354826
Origin,Morris Canal,Morris Canal_toYork St,40.71241882,-74.03852552
Destination,York St,Morris Canal_toYork St,40.71649,-74.04105
Origin,Newport PATH,Newport PATH_to_Newport PATH,40.7272235,-74.0337589
Destination,Newport PATH,Newport PATH_to_Newport PATH,40.7272235,-74.0337589
Origin,Newport PATH,Newport PATH_to_5 Corners Library,40.7272235,-74.0337589
Destination,5 Corners Library,Newport PATH_to_5 Corners Library,40.73496102,-74.05950308
Origin,Newport PATH,Newport PATH_to_Amsterdam Ave & W 125 St,40.7272235,-74.0337589
Destination,Amsterdam Ave & W 125 St,Newport PATH_to_Amsterdam Ave & W 125 St,40.813358,-73.956461
Origin,Newport PATH,Newport PATH_to_Astor Place,40.7272235,-74.0337589
Destination,Astor Place,Newport PATH_to_Astor Place,40.7192822,-74.07126188
Origin,Newport PATH,Newport PATH_to_Baldwin at Montgomery,40.7272235,-74.0337589
Destination,Baldwin at Montgomery,Newport PATH_to_Baldwin at Montgomery,40.7236589,-74.0641943
Origin,Newport PATH,Newport PATH_to_Bergen Ave,40.7272235,-74.0337589
Destination,Bergen Ave,Newport PATH_to_Bergen Ave,40.72210379,-74.071455
Origin,Newport PATH,Newport PATH_to_Brunswick & 6th,40.7272235,-74.0337589
Destination,Brunswick & 6th,Newport PATH_to_Brunswick & 6th,40.72601173,-74.05038893
Origin,Newport PATH,Newport PATH_to_Brunswick St,40.7272235,-74.0337589
Destination,Brunswick St,Newport PATH_to_Brunswick St,40.7241765,-74.0506564
Origin,Newport PATH,Newport PATH_to_Christ Hospital,40.7272235,-74.0337589
Destination,Christ Hospital,Newport PATH_to_Christ Hospital,40.73478582,-74.05044364
Origin,Newport PATH,Newport PATH_to_City Hall,40.7272235,-74.0337589
Destination,City Hall,Newport PATH_to_City Hall,40.7177325,-74.043845
Origin,Newport PATH,Newport PATH_to_Columbus Drive,40.7272235,-74.0337589
Destination,Columbus Drive,Newport PATH_to_Columbus Drive,40.7183552,-74.03891444
Origin,Newport PATH,Newport PATH_to_Communipaw & Berry Lane,40.7272235,-74.0337589
Destination,Communipaw & Berry Lane,Newport PATH_to_Communipaw & Berry Lane,40.71435837,-74.06661093
Origin,Newport PATH,Newport PATH_to_Dey St,40.7272235,-74.0337589
Destination,Dey St,Newport PATH_to_Dey St,40.737711,-74.066921
Origin,Newport PATH,Newport PATH_to_Dixon Mills,40.7272235,-74.0337589
Destination,Dixon Mills,Newport PATH_to_Dixon Mills,40.72163014,-74.04996783
Origin,Newport PATH,Newport PATH_to_Essex Light Rail,40.7272235,-74.0337589
Destination,Essex Light Rail,Newport PATH_to_Essex Light Rail,40.7127742,-74.0364857
Origin,Newport PATH,Newport PATH_to_Exchange Place,40.7272235,-74.0337589
Destination,Exchange Place,Newport PATH_to_Exchange Place,40.7162469,-74.0334588
Origin,Newport PATH,Newport PATH_to_Fairmount Ave,40.7272235,-74.0337589
Destination,Fairmount Ave,Newport PATH_to_Fairmount Ave,40.72572614,-74.07195926
Origin,Newport PATH,Newport PATH_to_Grand St,40.7272235,-74.0337589
Destination,Grand St,Newport PATH_to_Grand St,40.71517768,-74.03768331
Origin,Newport PATH,Newport PATH_to_Grove St PATH,40.7272235,-74.0337589
Destination,Grove St PATH,Newport PATH_to_Grove St PATH,40.71958612,-74.04311746
Origin,Newport PATH,Newport PATH_to_Hamilton Park,40.7272235,-74.0337589
Destination,Hamilton Park,Newport PATH_to_Hamilton Park,40.72759597,-74.04424731
Origin,Newport PATH,Newport PATH_to_Harborside,40.7272235,-74.0337589
Destination,Harborside,Newport PATH_to_Harborside,40.7192517,-74.034234
Origin,Newport PATH,Newport PATH_to_Heights Elevator,40.7272235,-74.0337589
Destination,Heights Elevator,Newport PATH_to_Heights Elevator,40.74871595,-74.0404433
Origin,Newport PATH,Newport PATH_to_Hilltop,40.7272235,-74.0337589
Destination,Hilltop,Newport PATH_to_Hilltop,40.7311689,-74.0575736
Origin,Newport PATH,Newport PATH_to_Hoboken Ave at Monmouth St,40.7272235,-74.0337589
Destination,Hoboken Ave at Monmouth St,Newport PATH_to_Hoboken Ave at Monmouth St,40.73520838,-74.04696375
Origin,Newport PATH,Newport PATH_to_Jackson Square,40.7272235,-74.0337589
Destination,Jackson Square,Newport PATH_to_Jackson Square,40.71113,-74.0789
Origin,Newport PATH,Newport PATH_to_JC Medical Center,40.7272235,-74.0337589
Destination,JC Medical Center,Newport PATH_to_JC Medical Center,40.71653978,-74.04963791
Origin,Newport PATH,Newport PATH_to_JCBS Depot,40.7272235,-74.0337589
Destination,JCBS Depot,Newport PATH_to_JCBS Depot,40.70965083,-74.06860113
Origin,Newport PATH,Newport PATH_to_Jersey & 3rd,40.7272235,-74.0337589
Destination,Jersey & 3rd,Newport PATH_to_Jersey & 3rd,40.72333159,-74.04595256
Origin,Newport PATH,Newport PATH_to_Jersey & 6th St,40.7272235,-74.0337589
Destination,Jersey & 6th St,Newport PATH_to_Jersey & 6th St,40.72528911,-74.04557168
Origin,Newport PATH,Newport PATH_to_Journal Square,40.7272235,-74.0337589
Destination,Journal Square,Newport PATH_to_Journal Square,40.73367,-74.0625
